LT1
Time,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
6:00-6:30,,,,,,
6:30-7:00,18B14HS441 - b4 - ,,,,,
7:00-7:30,18B14HS441 - b4 - ,,,,,
7:30-8:00,18B14HS441 - b4 - ,,,,,
8:00-8:30,18B14HS441 - b4 - ,18B11CI412 - B5 - ,,18B11CI412 - B5 - ,,
8:30-9:00,18B14HS441 - b4 - ,18B11CI412 - B5 - ,,18B11CI412 - B5 - ,,
9:00-9:30,18B14HS441 - b4 - ,18B11CI412 - B5 - ,18B11HS411 - B2 - ,18B11CI412 - B5 - ,18B14HS441 - B5 - ,
9:30-10:00,,18B11CI412 - B5 - ,18B11HS411 - B2 - ,18B11CI412 - B5 - ,18B14HS441 - B5 - ,
10:00-10:30,,,18B11HS411 - B2 - ,,18B14HS441 - B5 - ,
10:30-11:00,,,18B11HS411 - B2 - ,,18B14HS441 - B5 - ,
11:00-11:30,,,,,18B14HS441 - B5 - ,
11:30-12:00,,18B11CI412 - B2 - ,,18B11CI412 - B2 - ,18B14HS441 - B5 - ,
12:00-12:30,18B11CI413 - B2 - ,18B11CI412 - B2 - ,18B11CI413 - B2 - ,18B11CI412 - B2 - ,18B11CI413 - B2 - ,
12:30-13:00,18B11CI413 - B2 - ,18B11CI412 - B2 - ,18B11CI413 - B2 - ,18B11CI412 - B2 - ,18B11CI413 - B2 - ,
13:00-13:30,,18B11CI412 - B2 - ,,18B11CI412 - B2 - ,,
13:30-14:00,,18B11CI412 - b4 - ,18B14HS441 - B2 - ,18B11CI412 - b4 - ,,
14:00-14:30,,18B11CI412 - b4 - ,18B14HS441 - B2 - ,18B11CI412 - b4 - ,,
14:30-15:00,,18B11CI412 - b4 - ,18B14HS441 - B2 - ,18B11CI412 - b4 - ,,
15:00-15:30,,18B11CI412 - b4 - ,18B14HS441 - B2 - ,18B11CI412 - b4 - ,18B11HS411 - B5 - ,
15:30-16:00,,,18B14HS441 - B2 - ,,18B11HS411 - B5 - ,
16:00-16:30,,,18B14HS441 - B2 - ,,18B11HS411 - B5 - ,
16:30-17:00,,,,,18B11HS411 - B5 - ,
17:00-17:30,,,,,,
17:30-18:00,,,,,,
""
LT2
Time,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
6:00-6:30,,,,,,
6:30-7:00,,,,,,
7:00-7:30,,,,,,
7:30-8:00,,,,,,
8:00-8:30,,,,,,
8:30-9:00,,,,,,
9:00-9:30,,,,,,
9:30-10:00,,,,,,
10:00-10:30,18B11CI413 - b4 - ,18B11CI413 - B5 - ,18B11CI413 - b4 - ,18B11CI413 - B5 - ,18B11CI413 - b4 - ,
10:30-11:00,18B11CI413 - b4 - ,18B11CI413 - B5 - ,18B11CI413 - b4 - ,18B11CI413 - B5 - ,18B11CI413 - b4 - ,
11:00-11:30,,18B11CI413 - B5 - ,,18B11CI413 - B5 - ,,
11:30-12:00,,14B11CI711 - B1 - ,,14B11CI711 - B1 - ,,
12:00-12:30,,14B11CI711 - B1 - ,,14B11CI711 - B1 - ,,
12:30-13:00,18B11HS411 - B1 - ,14B11CI711 - B1 - ,,14B11CI711 - B1 - ,,18B14HS441 - B1 - 
13:00-13:30,18B11HS411 - B1 - ,14B11CI711 - B1 - ,,14B11CI711 - B1 - ,18B11HS411 - b4 - ,18B14HS441 - B1 - 
13:30-14:00,18B11HS411 - B1 - ,18B11CI412 - B1 - ,,18B11CI412 - B1 - ,18B11HS411 - b4 - ,18B14HS441 - B1 - 
14:00-14:30,18B11HS411 - B1 - ,18B11CI412 - B1 - ,,18B11CI412 - B1 - ,18B11HS411 - b4 - ,18B14HS441 - B1 - 
14:30-15:00,,18B11CI412 - B1 - ,,18B11CI412 - B1 - ,18B11HS411 - b4 - ,18B14HS441 - B1 - 
15:00-15:30,,18B11CI412 - B1 - ,,18B11CI412 - B1 - ,,18B14HS441 - B1 - 
15:30-16:00,,18B11CI411 - b4 - ,,18B11CI411 - b4 - ,,
16:00-16:30,,18B11CI411 - b4 - ,,18B11CI411 - b4 - ,,
16:30-17:00,,18B11CI411 - b4 - ,,18B11CI411 - b4 - ,,
17:00-17:30,,,,,,
17:30-18:00,,,,,,
""
CL1
Time,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
6:00-6:30,,,,,,
6:30-7:00,18B11HS411 - B3 - ,,,,,
7:00-7:30,18B11HS411 - B3 - ,18B11CI411 - B3 - ,,18B11CI411 - B3 - ,,
